Comunidad,Provincia,Población,Latitude,Longitude,Altitud,Habitantes,Hombres,Mujeres,geometry,Region,Town
Castilla León,Salamanca,San Cristóbal de la Cuesta,41.030159999999995,-5.618462,820.1966,988,451,365,POINT (-5.618462 41.03016),SALAMANCA,San Cristóbal de la Cuesta
Castilla León,Salamanca,San Esteban de la Sierra,40.5066,-5.906166000000001,631.8868,359,186,177,POINT (-5.906166000000001 40.5066),LA SIERRA,San Esteban de la Sierra
Castilla León,Salamanca,San Felices de los Gallegos,40.850190000000005,-6.706519,667.4055,490,276,260,POINT (-6.706519 40.85019),VITIGUDINO,San Felices de los Gallegos
Castilla León,Salamanca,San Martín del Castañar,40.52309,-6.064628,841.831,262,163,130,POINT (-6.064628 40.52309),LA SIERRA,San Martín del Castañar
Castilla León,Salamanca,San Miguel de Valero,40.542229999999996,-5.92232,932.705,380,192,191,POINT (-5.92232 40.54223),LA SIERRA,San Miguel de Valero
Castilla León,Salamanca,San Miguel del Robledo,40.53638,-6.043534999999999,1016.15,73,33,48,POINT (-6.043534999999999 40.53638),LA SIERRA,San Miguel del Robledo
Castilla León,Salamanca,San Morales,40.99304,-5.502781,794.9968,288,150,111,POINT (-5.502781 40.99304),SALAMANCA,San Morales
Castilla León,Salamanca,San Muñoz,40.78233,-6.1272839999999995,783.1349,282,150,137,POINT (-6.127284 40.78233),LA FUENTE DE SAN ESTEBAN,San Muñoz
Castilla León,Salamanca,San Pedro de Rozados,40.79033,-5.737668,975.6448,311,170,164,POINT (-5.737668 40.79033),LA FUENTE DE SAN ESTEBAN,San Pedro de Rozados
Castilla León,Salamanca,San Pedro del Valle,41.03311,-5.860358,790.4227,146,75,65,POINT (-5.860358 41.03311),LEDESMA,San Pedro del Valle
Castilla León,Salamanca,San Pelayo de Guareña,41.11738,-5.857883999999999,789.7009,95,57,51,POINT (-5.857883999999999 41.11738),LEDESMA,San Pelayo de Guareña
Castilla León,Salamanca,Sanchón de la Ribera,41.087759999999996,-6.413412999999999,725.8375,90,47,47,POINT (-6.413412999999999 41.08776),VITIGUDINO,Sanchón de la Ribera
Castilla León,Salamanca,Sanchón de la Sagrada,40.74459,-6.0247150000000005,862.8228,38,22,19,POINT (-6.024715 40.74459),LA FUENTE DE SAN ESTEBAN,Sanchón de la Sagrada
Castilla León,Salamanca,Sanchotello,40.4379,-5.752728,938.9756,246,128,120,POINT (-5.752728 40.4379),LA SIERRA,Sanchotello
Castilla León,Salamanca,Sancti-Spíritus,40.70518,-6.400911,760.9977,864,476,454,POINT (-6.400911 40.70518),CIUDAD RODRIGO,Sancti-Spíritus
Castilla León,Salamanca,Sando,40.96717,-6.111295,838.4528,149,81,71,POINT (-6.111295 40.96717),LEDESMA,Sando
Castilla León,Salamanca,Santa María de Sando,40.9799,-6.130394,824.6718,130,69,66,POINT (-6.130394 40.9799),LEDESMA,Santa María de Sando
Castilla León,Salamanca,Santa Marta de Tormes,40.95005,-5.633373000000001,779.7791,14876,7310,7320,POINT (-5.633373000000001 40.95005),SALAMANCA,Santa Marta de Tormes
Castilla León,Salamanca,Santiago de la Puebla,40.8023,-5.27934,868.9525,402,234,203,POINT (-5.27934 40.8023),PEÑARANDA DE BRACAMONTE,Santiago de la Puebla
Castilla León,Salamanca,Santibáñez de Béjar,40.4876,-5.611373,922.2231,528,280,274,POINT (-5.611373 40.4876),LA SIERRA,Santibáñez de Béjar
Castilla León,Salamanca,Santibáñez de la Sierra,40.49438,-5.915524,615.7195,218,118,115,POINT (-5.915524 40.49438),LA SIERRA,Santibáñez de la Sierra
Castilla León,Salamanca,Santiz,41.20575,-5.895741,892.0,259,135,134,POINT (-5.895741 41.20575),LEDESMA,Santiz
Castilla León,Salamanca,Santos (Los),40.54626,-5.796746,944.6475,682,353,319,POINT (-5.796746 40.54626),LA SIERRA,Santos (Los)
Castilla León,Salamanca,Sardón de los Frailes,41.211929999999995,-6.27084,737.1103,84,56,45,POINT (-6.27084 41.21193),LEDESMA,Sardón de los Frailes
Castilla León,Salamanca,Saucelle,41.04755,-6.75316,666.158,385,190,184,POINT (-6.75316 41.04755),VITIGUDINO,Saucelle
Castilla León,Salamanca,Sepulcro-Hilario,40.69795,-6.188134,831.1911,199,115,97,POINT (-6.188134 40.69795),LA FUENTE DE SAN ESTEBAN,Sepulcro-Hilario
Castilla León,Salamanca,Sequeros,40.5139,-6.024513,943.9675,229,113,121,POINT (-6.024513 40.5139),LA SIERRA,Sequeros
Castilla León,Salamanca,Serradilla del Arroyo,40.521390000000004,-6.360004,853.9916,324,184,180,POINT (-6.360004 40.52139),CIUDAD RODRIGO,Serradilla del Arroyo
Castilla León,Salamanca,Serradilla del Llano,40.50063,-6.355768,876.2202,185,86,96,POINT (-6.355768 40.50063),CIUDAD RODRIGO,Serradilla del Llano
Castilla León,Salamanca,Sierpe (La),40.64557,-5.856294,925.3212,45,31,18,POINT (-5.856294 40.64557),LA SIERRA,Sierpe (La)
Castilla León,Salamanca,Sieteiglesias de Tormes,40.74158,-5.577567,821.0,174,84,94,POINT (-5.577567 40.74158),ALBA DE TORMES,Sieteiglesias de Tormes
Castilla León,Salamanca,Sobradillo,40.9172,-6.79953,652.3832,264,146,138,POINT (-6.79953 40.9172),VITIGUDINO,Sobradillo
Castilla León,Salamanca,Sorihuela,40.444390000000006,-5.6776919999999995,1001.709,323,171,174,POINT (-5.677692 40.44439000000001),LA SIERRA,Sorihuela
Castilla León,Salamanca,Sotoserrano,40.436040000000006,-6.032564,509.2324,651,350,321,POINT (-6.032564 40.43604000000001),LA SIERRA,Sotoserrano
Castilla León,Salamanca,Tabera de Abajo,40.91037,-6.0011019999999995,810.5211,97,61,51,POINT (-6.001101999999999 40.91037),LEDESMA,Tabera de Abajo
Castilla León,Salamanca,Tala (La),40.589690000000004,-5.537611,918.5034,100,66,51,POINT (-5.537611 40.58969),ALBA DE TORMES,Tala (La)
Castilla León,Salamanca,Tamames,40.65682,-6.104106,901.3917,923,502,477,POINT (-6.104106 40.65682),LA FUENTE DE SAN ESTEBAN,Tamames
Castilla León,Salamanca,Tarazona de Guareña,41.17094,-5.249732,770.5272,357,198,171,POINT (-5.249732 41.17094),PEÑARANDA DE BRACAMONTE,Tarazona de Guareña
Castilla León,Salamanca,Tardáguila,41.11479,-5.575480000000001,831.7318,244,129,104,POINT (-5.575480000000001 41.11479),SALAMANCA,Tardáguila
Castilla León,Salamanca,Tejado (El),40.44235,-5.539185,976.1771,140,72,67,POINT (-5.539185 40.44235),LA SIERRA,Tejado (El)
Castilla León,Salamanca,Tejeda y Segoyuela,40.63215,-6.022623,929.6160000000001,98,62,48,POINT (-6.022623 40.63215),LA SIERRA,Tejeda y Segoyuela
Castilla León,Salamanca,Tenebrón,40.62404,-6.3551150000000005,824.368,175,84,92,POINT (-6.355115000000001 40.62404),CIUDAD RODRIGO,Tenebrón
Castilla León,Salamanca,Terradillos,40.83985,-5.542461,890.0266,3355,1768,1670,POINT (-5.542461 40.83985),ALBA DE TORMES,Terradillos
Castilla León,Salamanca,Topas,41.15681,-5.634622,824.9239,619,328,314,POINT (-5.634622 41.15681),SALAMANCA,Topas
Castilla León,Salamanca,Tordillos,40.854209999999995,-5.35243,838.7855,441,250,218,POINT (-5.35243 40.85420999999999),PEÑARANDA DE BRACAMONTE,Tordillos
Castilla León,Salamanca,Tornadizo (El),40.54272,-5.8925540000000005,884.6722,114,60,57,POINT (-5.892554000000001 40.54272),LA SIERRA,Tornadizo (El)
Castilla León,Salamanca,Torresmenudas,41.1022,-5.785965,789.4065,209,104,99,POINT (-5.785965 41.1022),SALAMANCA,Torresmenudas
Castilla León,Salamanca,Trabanca,41.23292,-6.384684,743.7527,244,124,119,POINT (-6.384684 41.23292),VITIGUDINO,Trabanca
Castilla León,Salamanca,Tremedal de Tormes,41.0756,-6.181431,767.5543,43,20,18,POINT (-6.181431 41.0756),LEDESMA,Tremedal de Tormes
Castilla León,Salamanca,Valdecarros,40.7696,-5.423006,883.4447,385,203,188,POINT (-5.423006 40.7696),ALBA DE TORMES,Valdecarros
Castilla León,Salamanca,Valdefuentes de Sangusín,40.46539,-5.8295449999999995,897.4296,252,145,129,POINT (-5.829545 40.46539),LA SIERRA,Valdefuentes de Sangusín
Castilla León,Salamanca,Valdehijaderos,40.41963,-5.847747,778.0461,87,49,43,POINT (-5.847747 40.41963),LA SIERRA,Valdehijaderos
Castilla León,Salamanca,Valdelacasa,40.5061,-5.763429,957.9121,270,157,127,POINT (-5.763429 40.5061),LA SIERRA,Valdelacasa
Castilla León,Salamanca,Valdelageve,40.36914,-5.989517,657.5203,92,48,48,POINT (-5.989517 40.36914),LA SIERRA,Valdelageve
Castilla León,Salamanca,Valdelosa,41.17096,-5.782762,841.7576,491,235,261,POINT (-5.782762 41.17096),LEDESMA,Valdelosa
Castilla León,Salamanca,Valdemierque,40.82148,-5.583385,938.8387,59,34,25,POINT (-5.583385 40.82148),ALBA DE TORMES,Valdemierque
Castilla León,Salamanca,Valderrodrigo,41.06552,-6.508775,733.0906,161,83,83,POINT (-6.508775 41.06552),VITIGUDINO,Valderrodrigo
Castilla León,Salamanca,Valdunciel,41.085229999999996,-5.671551999999999,806.5008,103,53,52,POINT (-5.671551999999999 41.08523),SALAMANCA,Valdunciel
Castilla León,Salamanca,Valero,40.53548,-5.942448000000001,595.4124,352,198,182,POINT (-5.942448000000001 40.53548),LA SIERRA,Valero
Castilla León,Salamanca,Vallejera de Riofrío,40.40915,-5.721384,1140.328,69,35,33,POINT (-5.721384 40.40915),LA SIERRA,Vallejera de Riofrío
Castilla León,Salamanca,Valsalabroso,41.10923,-6.501443,729.0405,159,96,77,POINT (-6.501443 41.10923),VITIGUDINO,Valsalabroso
Castilla León,Salamanca,Valverde de Valdelacasa,40.48124,-5.781748,804.0566,75,47,38,POINT (-5.781748 40.48124),LA SIERRA,Valverde de Valdelacasa
Castilla León,Salamanca,Valverdón,41.04748,-5.770327,767.7844,282,137,127,POINT (-5.770327 41.04748),SALAMANCA,Valverdón
Castilla León,Salamanca,Vecinos,40.77942,-5.877073,888.3599,294,170,155,POINT (-5.877073 40.77942),LA FUENTE DE SAN ESTEBAN,Vecinos
Castilla León,Salamanca,Vega de Tirados,41.02539,-5.887008,783.0811,199,101,108,POINT (-5.887008 41.02539),LEDESMA,Vega de Tirados
Castilla León,Salamanca,Veguillas (Las),40.71627,-5.83115,1041.142,285,136,153,POINT (-5.83115 40.71627),LA FUENTE DE SAN ESTEBAN,Veguillas (Las)
Castilla León,Salamanca,Vellés (La),40.96731,-5.671496,809.2722,579,306,259,POINT (-5.671496 40.96731),SALAMANCA,Vellés (La)
Castilla León,Salamanca,Ventosa del Río Almar,40.92888,-5.348164,853.9965,124,72,61,POINT (-5.348164 40.92888),PEÑARANDA DE BRACAMONTE,Ventosa del Río Almar
Castilla León,Salamanca,Vídola (La),41.15339,-6.487728,697.9411,141,72,81,POINT (-6.487728 41.15339),VITIGUDINO,Vídola (La)
Castilla León,Salamanca,Villaflores,41.08399,-5.233344000000001,794.5469,317,176,172,POINT (-5.233344000000001 41.08399),PEÑARANDA DE BRACAMONTE,Villaflores
Castilla León,Salamanca,Villagonzalo de Tormes,40.89248,-5.498151,805.2603,225,116,92,POINT (-5.498151 40.89248),SALAMANCA,Villagonzalo de Tormes
Castilla León,Salamanca,Villalba de los Llanos,40.80081,-5.973214,835.8166,148,94,73,POINT (-5.973214 40.80081),LA FUENTE DE SAN ESTEBAN,Villalba de los Llanos
Castilla León,Salamanca,Villamayor,41.000820000000004,-5.68979,786.5375,6678,3166,3085,POINT (-5.68979 41.00082),SALAMANCA,Villamayor
Castilla León,Salamanca,Villanueva del Conde,40.5104,-6.0123120000000005,800.9477,179,109,101,POINT (-6.012312000000001 40.5104),LA SIERRA,Villanueva del Conde
Castilla León,Salamanca,Villar de Argañán,40.67394,-6.719632000000001,717.7349,99,46,48,POINT (-6.719632000000001 40.67394),CIUDAD RODRIGO,Villar de Argañán
Castilla León,Salamanca,Villar de Ciervo,40.73645,-6.739775,678.7781,294,174,153,POINT (-6.739775 40.73645),CIUDAD RODRIGO,Villar de Ciervo
Castilla León,Salamanca,Villar de Gallimazo,40.9539,-5.28827,857.1204,178,94,83,POINT (-5.28827 40.9539),PEÑARANDA DE BRACAMONTE,Villar de Gallimazo
Castilla León,Salamanca,Villar de la Yegua,40.72498,-6.704578,711.8369,206,111,104,POINT (-6.704578 40.72498),CIUDAD RODRIGO,Villar de la Yegua
Castilla León,Salamanca,Villar de Peralonso,41.031940000000006,-6.221945,820.0938,273,144,162,POINT (-6.221945 41.03194000000001),VITIGUDINO,Villar de Peralonso
Castilla León,Salamanca,Villar de Samaniego,41.1228,-6.445864,743.1362,102,55,53,POINT (-6.445864 41.1228),VITIGUDINO,Villar de Samaniego
Castilla León,Salamanca,Villares de la Reina,41.00651,-5.6476120000000005,817.9556,6007,2774,2735,POINT (-5.647612000000001 41.00651),SALAMANCA,Villares de la Reina
Castilla León,Salamanca,Villares de Yeltes,40.86742,-6.413283,719.8795,136,65,72,POINT (-6.413283 40.86742),VITIGUDINO,Villares de Yeltes
Castilla León,Salamanca,Villarino de los Aires,41.26935,-6.469069999999999,605.4351,948,495,466,POINT (-6.469069999999999 41.26935),VITIGUDINO,Villarino de los Aires
Castilla León,Salamanca,Villarmayor,41.01466,-5.971948,827.4609,213,115,96,POINT (-5.971948 41.01466),LEDESMA,Villarmayor
Castilla León,Salamanca,Villarmuerto,41.05628,-6.362195,767.4649,44,31,16,POINT (-6.362195 41.05628),VITIGUDINO,Villarmuerto
Castilla León,Salamanca,Villasbuenas,41.062090000000005,-6.59571,734.7009,226,132,110,POINT (-6.59571 41.06209),VITIGUDINO,Villasbuenas
Castilla León,Salamanca,Villasdardo,41.00458,-6.163021,813.8005,20,7,11,POINT (-6.163021 41.00458),LEDESMA,Villasdardo
Castilla León,Salamanca,Villaseco de los Gamitos,41.0377,-6.113544999999999,834.4906,173,97,82,POINT (-6.113544999999999 41.0377),LEDESMA,Villaseco de los Gamitos
Castilla León,Salamanca,Villaseco de los Reyes,41.162620000000004,-6.184583,771.2275,395,229,168,POINT (-6.184583 41.16262),LEDESMA,Villaseco de los Reyes
Castilla León,Salamanca,Villasrubias,40.3381,-6.640275,850.7972,233,143,116,POINT (-6.640275 40.3381),CIUDAD RODRIGO,Villasrubias
Castilla León,Salamanca,Villaverde de Guareña,41.0639,-5.526249,829.9338,156,90,85,POINT (-5.526249 41.0639),SALAMANCA,Villaverde de Guareña
Castilla León,Salamanca,Villavieja de Yeltes,40.87605,-6.46762,741.9375,895,472,467,POINT (-6.46762 40.87605),VITIGUDINO,Villavieja de Yeltes
Castilla León,Salamanca,Villoria,40.9945,-5.374672,818.5666,1467,731,711,POINT (-5.374672 40.9945),PEÑARANDA DE BRACAMONTE,Villoria
Castilla León,Salamanca,Villoruela,41.007690000000004,-5.394605,824.9141,888,490,464,POINT (-5.394605 41.00769),SALAMANCA,Villoruela
Castilla León,Salamanca,Vilvestre,41.10301,-6.718516999999999,582.2014,483,244,249,POINT (-6.718516999999999 41.10301),VITIGUDINO,Vilvestre
Castilla León,Salamanca,Vitigudino,41.00888,-6.43838,763.2999,2855,1437,1450,POINT (-6.43838 41.00888),VITIGUDINO,Vitigudino
Castilla León,Salamanca,Yecla de Yeltes,40.959559999999996,-6.488522,721.6814,285,157,148,POINT (-6.488522 40.95956),VITIGUDINO,Yecla de Yeltes
Castilla León,Salamanca,Zamarra,40.518370000000004,-6.453993,777.2296,114,68,57,POINT (-6.453993 40.51837),CIUDAD RODRIGO,Zamarra
Castilla León,Salamanca,Zamayón,41.14824,-5.830114,813.7863,191,102,79,POINT (-5.830114 41.14824),LEDESMA,Zamayón
Castilla León,Salamanca,Zarapicos,41.03887,-5.844289,783.1765,54,35,34,POINT (-5.844289 41.03887),LEDESMA,Zarapicos
Castilla León,Salamanca,Zarza de Pumareda (La),41.16283,-6.627572,702.669,162,89,68,POINT (-6.627572 41.16283),VITIGUDINO,Zarza de Pumareda (La)
Castilla León,Salamanca,Zorita de la Frontera,41.01429,-5.197237,830.3544,212,124,108,POINT (-5.197237 41.01429),PEÑARANDA DE BRACAMONTE,Zorita de la Frontera
Castilla León,Segovia,Abades,40.91547,-4.2691300000000005,972.9816,874,462,444,POINT (-4.269130000000001 40.91547),CUÉLLAR,Abades
Castilla León,Segovia,Adrada de Pirón,41.05235,-4.051525,1025.208,49,25,25,POINT (-4.051525 41.05235),SEGOVIA,Adrada de Pirón
Castilla León,Segovia,Adrados,41.36835,-4.112879,885.7927,165,93,75,POINT (-4.112879 41.36835),CUÉLLAR,Adrados
Castilla León,Segovia,Aguilafuente,41.2284,-4.111937999999999,890.7866,685,352,369,POINT (-4.111937999999999 41.2284),CUÉLLAR,Aguilafuente
Castilla León,Segovia,Alconada de Maderuelo,41.45044,-3.486305,941.0287,34,26,15,POINT (-3.486305 41.45044),SEPÚLVEDA,Alconada de Maderuelo
Castilla León,Segovia,Aldea Real,41.2576,-3.5045309999999996,1180.345,343,186,167,POINT (-3.504531 41.2576),SEPÚLVEDA,Aldea Real
Castilla León,Segovia,Aldealcorvo,41.24382,-3.792133,954.9659,26,18,10,POINT (-3.792133 41.24382),SEPÚLVEDA,Aldealcorvo
Castilla León,Segovia,Aldealengua de Pedraza,41.06966,-3.789361,1224.6680000000001,96,56,44,POINT (-3.789361 41.06966),SEGOVIA,Aldealengua de Pedraza
Castilla León,Segovia,Aldealengua de Santa María,41.46241,-3.467453,956.4097,84,41,36,POINT (-3.467453 41.46241),SEPÚLVEDA,Aldealengua de Santa María
Castilla León,Segovia,Aldeanueva de la Serrezuela,41.4607,-3.7804379999999997,1133.43,51,34,22,POINT (-3.780438 41.4607),SEPÚLVEDA,Aldeanueva de la Serrezuela
Castilla León,Segovia,Aldeanueva del Codonal,41.08217,-4.544615,860.4335,149,88,73,POINT (-4.544615 41.08217),CUÉLLAR,Aldeanueva del Codonal
Castilla León,Segovia,Aldeasoña,41.47266,-4.0558440000000004,829.5284,68,41,33,POINT (-4.055844 41.47266),SEPÚLVEDA,Aldeasoña
Castilla León,Segovia,Aldehorno,41.512370000000004,-3.779552,961.0057,58,30,30,POINT (-3.779552 41.51237),SEPÚLVEDA,Aldehorno
Castilla León,Segovia,Aldehuela del Codonal,41.05529,-4.53864,860.6868,34,20,15,POINT (-4.53864 41.05529),CUÉLLAR,Aldehuela del Codonal
Castilla León,Segovia,Aldeonte,41.35093,-3.677197,966.3133,62,33,40,POINT (-3.677197 41.35093),SEPÚLVEDA,Aldeonte
Castilla León,Segovia,Anaya,40.99408,-4.308839,888.5967,133,68,72,POINT (-4.308839 40.99408),CUÉLLAR,Anaya
Castilla León,Segovia,Añe,41.03774,-4.296141,876.4594,107,65,50,POINT (-4.296141 41.03774),CUÉLLAR,Añe
Castilla León,Segovia,Arahuetes,41.13767,-3.856474,1094.234,43,31,20,POINT (-3.856474 41.13767),SEGOVIA,Arahuetes
Castilla León,Segovia,Arcones,41.118390000000005,-3.724982,1151.1019999999999,245,127,116,POINT (-3.724982 41.11839000000001),SEGOVIA,Arcones
Castilla León,Segovia,Arevalillo de Cega,41.16163,-3.890747,1042.221,36,20,17,POINT (-3.890747 41.16163),SEGOVIA,Arevalillo de Cega
Castilla León,Segovia,Armuña,41.07716,-4.3197980000000005,908.2159,242,125,104,POINT (-4.319798 41.07716),CUÉLLAR,Armuña
Castilla León,Segovia,Ayllón,41.41933,-3.3739220000000003,1000.703,1401,752,677,POINT (-3.373922 41.41933),SEPÚLVEDA,Ayllón
Castilla León,Segovia,Barbolla,41.32545,-3.672688,942.1429,217,110,95,POINT (-3.672688 41.32545),SEPÚLVEDA,Barbolla
Castilla León,Segovia,Basardilla,41.02772,-4.025467,1094.927,175,77,90,POINT (-4.025467 41.02772),SEGOVIA,Basardilla
Castilla León,Segovia,Bercial,40.90679,-4.436669,972.6617,117,59,61,POINT (-4.436669 40.90679),CUÉLLAR,Bercial
Castilla León,Segovia,Bercimuel,41.39949,-3.5708519999999995,967.4302,46,30,27,POINT (-3.570851999999999 41.39949),SEPÚLVEDA,Bercimuel
Castilla León,Segovia,Bernardos,41.12846,-4.350889,901.9694,596,314,282,POINT (-4.350889 41.12846),CUÉLLAR,Bernardos
Castilla León,Segovia,Bernuy de Porreros,41.00056,-4.11646,1016.847,700,341,289,POINT (-4.11646 41.00056),SEGOVIA,Bernuy de Porreros
Castilla León,Segovia,Boceguillas,41.3368,-3.638126,962.1383,790,376,363,POINT (-3.638126 41.3368),SEPÚLVEDA,Boceguillas
Castilla León,Segovia,Brieva,41.03432,-4.055102,1090.915,81,51,25,POINT (-4.055102 41.03432),SEGOVIA,Brieva
Castilla León,Segovia,Caballar,41.12088,-3.9652019999999997,1009.216,100,44,50,POINT (-3.965202 41.12088),SEGOVIA,Caballar
Castilla León,Segovia,Cabañas de Polendos,41.06725,-4.11025,940.3881,186,79,68,POINT (-4.11025 41.06725),SEGOVIA,Cabañas de Polendos
Castilla León,Segovia,Cabezuela,41.23514,-3.933327,950.7864,703,379,350,POINT (-3.933327 41.23514),SEPÚLVEDA,Cabezuela
Castilla León,Segovia,Calabazas de Fuentidueña,41.44533,-4.010818,909.485,40,25,19,POINT (-4.010818 41.44533),SEPÚLVEDA,Calabazas de Fuentidueña
Castilla León,Segovia,Campo de San Pedro,41.43007,-3.5454769999999995,970.5167,347,213,162,POINT (-3.545477 41.43007),SEPÚLVEDA,Campo de San Pedro
Castilla León,Segovia,Cantalejo,41.25864,-3.9281,963.2977,3928,2038,1959,POINT (-3.9281 41.25864),SEPÚLVEDA,Cantalejo
Castilla León,Segovia,Cantimpalos,41.0742,-4.158595,909.5023,1409,744,680,POINT (-4.158595 41.0742),CUÉLLAR,Cantimpalos
Castilla León,Segovia,Carbonero el Mayor,41.12254,-4.266704,922.6301,2581,1314,1255,POINT (-4.266704 41.12254),CUÉLLAR,Carbonero el Mayor
Castilla León,Segovia,Carrascal del Río,41.367709999999995,-3.8976940000000004,856.5717,163,95,87,POINT (-3.897694 41.36771),SEPÚLVEDA,Carrascal del Río
Castilla León,Segovia,Casla,41.16695,-3.654604,1077.447,175,88,77,POINT (-3.654604 41.16695),SEGOVIA,Casla
Castilla León,Segovia,Castillejo de Mesleón,41.27879,-3.602471,1015.715,141,97,73,POINT (-3.602471 41.27879),SEPÚLVEDA,Castillejo de Mesleón
Castilla León,Segovia,Castro de Fuentidueña,41.42073,-3.855835,1099.253,50,32,24,POINT (-3.855835 41.42073),SEPÚLVEDA,Castro de Fuentidueña
Castilla León,Segovia,Castrojimeno,41.39748,-3.8451129999999996,1083.13,37,21,16,POINT (-3.845113 41.39748),SEPÚLVEDA,Castrojimeno
Castilla León,Segovia,Castroserna de Abajo,41.2083,-3.73432,986.5969,59,30,29,POINT (-3.73432 41.2083),SEGOVIA,Castroserna de Abajo
